-1	-1	-1	inf
-1	-1	-0.95	inf
-1	-1	-0.9	inf
-1	-1	-0.85	inf
-1	-1	-0.8	inf
-1	-1	-0.75	inf
-1	-1	-0.7	inf
-1	-1	-0.65	inf
-1	-1	-0.6	inf
-1	-1	-0.55	inf
-1	-1	-0.5	inf
-1	-1	-0.45	inf
-1	-1	-0.4	inf
-1	-1	-0.35	inf
-1	-1	-0.3	inf
-1	-1	-0.25	inf
-1	-1	-0.2	inf
-1	-1	-0.15	inf
-1	-1	-0.1	inf
-1	-1	-0.05	inf
-1	-1	3.19189e-16	inf
-1	-1	0.05	inf
-1	-1	0.1	inf
-1	-1	0.15	inf
-1	-1	0.2	inf
-1	-1	0.25	inf
-1	-1	0.3	inf
-1	-1	0.35	inf
-1	-1	0.4	inf
-1	-1	0.45	inf
-1	-1	0.5	inf
-1	-1	0.55	inf
-1	-1	0.6	inf
-1	-1	0.65	inf
-1	-1	0.7	inf
-1	-1	0.75	inf
-1	-1	0.8	inf
-1	-1	0.85	inf
-1	-1	0.9	inf
-1	-1	0.95	inf
-1	-1	1	inf

-1	-0.95	-1	inf
-1	-0.95	-0.95	inf
-1	-0.95	-0.9	inf
-1	-0.95	-0.85	inf
-1	-0.95	-0.8	inf
-1	-0.95	-0.75	inf
-1	-0.95	-0.7	inf
-1	-0.95	-0.65	inf
-1	-0.95	-0.6	inf
-1	-0.95	-0.55	inf
-1	-0.95	-0.5	inf
-1	-0.95	-0.45	inf
-1	-0.95	-0.4	inf
-1	-0.95	-0.35	inf
-1	-0.95	-0.3	inf
-1	-0.95	-0.25	inf
-1	-0.95	-0.2	inf
-1	-0.95	-0.15	inf
-1	-0.95	-0.1	inf
-1	-0.95	-0.05	inf
-1	-0.95	3.19189e-16	inf
-1	-0.95	0.05	inf
-1	-0.95	0.1	inf
-1	-0.95	0.15	inf
-1	-0.95	0.2	inf
-1	-0.95	0.25	inf
-1	-0.95	0.3	inf
-1	-0.95	0.35	inf
-1	-0.95	0.4	inf
-1	-0.95	0.45	inf
-1	-0.95	0.5	inf
-1	-0.95	0.55	inf
-1	-0.95	0.6	inf
-1	-0.95	0.65	inf
-1	-0.95	0.7	inf
-1	-0.95	0.75	inf
-1	-0.95	0.8	inf
-1	-0.95	0.85	inf
-1	-0.95	0.9	inf
-1	-0.95	0.95	inf
-1	-0.95	1	inf

-1	-0.9	-1	inf
-1	-0.9	-0.95	inf
-1	-0.9	-0.9	inf
-1	-0.9	-0.85	inf
-1	-0.9	-0.8	inf
-1	-0.9	-0.75	inf
-1	-0.9	-0.7	inf
-1	-0.9	-0.65	inf
-1	-0.9	-0.6	inf
-1	-0.9	-0.55	inf
-1	-0.9	-0.5	inf
-1	-0.9	-0.45	inf
-1	-0.9	-0.4	inf
-1	-0.9	-0.35	inf
-1	-0.9	-0.3	inf
-1	-0.9	-0.25	inf
-1	-0.9	-0.2	inf
-1	-0.9	-0.15	inf
-1	-0.9	-0.1	inf
-1	-0.9	-0.05	inf
-1	-0.9	3.19189e-16	inf
-1	-0.9	0.05	inf
-1	-0.9	0.1	inf
-1	-0.9	0.15	inf
-1	-0.9	0.2	inf
-1	-0.9	0.25	inf
-1	-0.9	0.3	inf
-1	-0.9	0.35	inf
-1	-0.9	0.4	inf
-1	-0.9	0.45	inf
-1	-0.9	0.5	inf
-1	-0.9	0.55	inf
-1	-0.9	0.6	inf
-1	-0.9	0.65	inf
-1	-0.9	0.7	inf
-1	-0.9	0.75	inf
-1	-0.9	0.8	inf
-1	-0.9	0.85	inf
-1	-0.9	0.9	inf
-1	-0.9	0.95	inf
-1	-0.9	1	inf

-1	-0.85	-1	inf
-1	-0.85	-0.95	inf
-1	-0.85	-0.9	inf
-1	-0.85	-0.85	inf
-1	-0.85	-0.8	inf
-1	-0.85	-0.75	inf
-1	-0.85	-0.7	inf
-1	-0.85	-0.65	inf
-1	-0.85	-0.6	inf
-1	-0.85	-0.55	inf
-1	-0.85	-0.5	inf
-1	-0.85	-0.45	inf
-1	-0.85	-0.4	inf
-1	-0.85	-0.35	inf
-1	-0.85	-0.3	inf
-1	-0.85	-0.25	inf
-1	-0.85	-0.2	inf
-1	-0.85	-0.15	inf
-1	-0.85	-0.1	inf
-1	-0.85	-0.05	inf
-1	-0.85	3.19189e-16	inf
-1	-0.85	0.05	inf
-1	-0.85	0.1	inf
-1	-0.85	0.15	inf
-1	-0.85	0.2	inf
-1	-0.85	0.25	inf
-1	-0.85	0.3	inf
-1	-0.85	0.35	inf
-1	-0.85	0.4	inf
-1	-0.85	0.45	inf
-1	-0.85	0.5	inf
-1	-0.85	0.55	inf
-1	-0.85	0.6	inf
-1	-0.85	0.65	inf
-1	-0.85	0.7	inf
-1	-0.85	0.75	inf
